,id,curr_liv_pref,age,mv,compul_edu_urban,compul_edu_ctype,compul_edu_pref,q3,q4_1,q4_2,q5,curr_job,curr_job_yrs,q9_1,q9_2,q10_1,q10_2,q10_3,q10_4,q10_5,q10_6,q10_7,q10_8,q10_9,q11,q12,q13,q14,q14sq1,q14sq2,q14sq3,q14sq4,q15,q16,q16sq1_1,q16sq1_2,q16sq2,q16sq3,q16sq4,q17,q17sq1_1,q17sq1_2,q17sq1_3,q17sq1_4,q17sq1_5,q17sq1_6,q17sq1_7,q17sq1_8,q17sq2_1,q17sq2_2,q17sq2_3,q17sq2_4,q17sq2_5,q17sq2_6,q17sq2_7,q17sq2_8,q17sq2_9,q18,q19,fin_edu_deg,fin_edu_hs_maj,fin_edu_clg_maj,fin_edu_pref,fin_edu_course,fin_edu_grad,fin_edu_e_age,voc,q23sq1_1,q23sq1_2,q23sq1_3,q23sq1_4,q23sq1_5,q23sq1_6,q23sq1_7,q23sq1_8,q23sq2,q23sq3,marr,marr_age,sep_age,remarr_age,num_kids,birth_age_1st,birth_age_last,q28_4,q28_5,q29_1,q29_2,q29_3,q29_4,q29_5,q30_1,q30_2,q30_3,q30_4,q31_1,q31_2,q31_3,q31_4,q31_5,q32,q32sq,q33a,q33b,q33c,q33d,q33e,q34,q34sq,q35_1,q35_2,q35_3,q36,hus_fin_edu,hus_marr_emp_pos,q38_1_3,hus_marr_ind_maj,hus_marr_ind_min,hus_marr_pos,hus_marr_f_size,hus_curr_emp_pos,q38_2_3,hus_curr_ind_maj,hus_curr_ind_min,hus_curr_pos,hus_curr_f_size,farther_edu,mother_edu,fam_size,q41sq_1,q41sq_2,q41sq_3,q41sq_4,q41sq_5,q41sq_6,inc_hh,inc_hh_100k,inc_ind_y_n,inc_ind,inc_ind_100k,inc_hus_100k,q44_1,curr_card_no,curr_frm_id,curr_emp_pos,curr_ind,curr_ind_maj,curr_ind_min,curr_work_hour,curr_work_day,curr_pos,curr_f_sz,curr_cmmt_time,curr_chnl,curr_s_age,curr_e_age,last_card_no,last_frm_id,last_emp_pos,last_ind,last_ind_maj,last_ind_min,last_work_hour,last_work_day,last_pos,last_f_sz,last_cmmt_time,last_chnl,last_s_age,last_e_age,saishu_11,init_firm_id,init_emp_pos,init_ind,init_ind_maj,init_ind_min,init_work_hour,init_work_day,init_pos,init_f_sz,init_cmmt_time,init_chnl,init_s_age,init_e_age,init_chng_rsn,1st_firm_id,1st_emp_pos,1st_ind,1st_ind_maj,1st_ind_min,1st_work_hour,1st_work_day,1st_pos,1st_f_sz,1st_cmmt_time,1st_chnl,1st_s_age,1st_e_age,1st_chng_rsn,2nd_firm_id,2nd_emp_pos,2nd_ind,2nd_ind_maj,2nd_ind_min,2nd_work_hour,2nd_work_day,2nd_pos,2nd_f_sz,2nd_cmmt_time,2nd_chnl,2nd_s_age,2nd_e_age,2nd_chng_rsn,3rd_firm_id,3rd_emp_pos,3rd_ind,3rd_ind_maj,3rd_ind_min,3rd_work_hour,3rd_work_day,3rd_pos,3rd_f_sz,3rd_cmmt_time,3rd_chnl,3rd_s_age,3rd_e_age,3rd_chng_rsn,4th_firm_id,4th_emp_pos,4th_ind,4th_ind_maj,4th_ind_min,4th_work_hour,4th_work_day,4th_pos,4th_f_sz,4th_cmmt_time,4th_chnl,4th_s_age,4th_e_age,4th_chng_rsn,5th_firm_id,5th_emp_pos,5th_ind,5th_ind_maj,5th_ind_min,5th_work_hour,5th_work_day,5th_pos,5th_f_sz,5th_cmmt_time,5th_chnl,5th_s_age,5th_e_age,5th_chng_rsn,6th_firm_id,6th_emp_pos,6th_ind,6th_ind_maj,6th_ind_min,6th_work_hour,6th_work_day,6th_pos,6th_f_sz,6th_cmmt_time,6th_chnl,6th_s_age,6th_e_age,6th_chng_rsn,7th_firm_id,7th_emp_pos,7th_ind,7th_ind_maj,7th_ind_min,7th_work_hour,7th_work_day,7th_pos,7th_f_sz,7th_cmmt_time,7th_chnl,7th_s_age,7th_e_age,7th_chng_rsn,8th_firm_id,8th_emp_pos,8th_ind,8th_ind_maj,8th_ind_min,8th_work_hour,8th_work_day,8th_pos,8th_f_sz,8th_cmmt_time,8th_chnl,8th_s_age,8th_e_age,8th_chng_rsn,9th_firm_id,9th_emp_pos,9th_ind,9th_ind_maj,9th_ind_min,9th_work_hour,9th_work_day,9th_pos,9th_f_sz,9th_cmmt_time,9th_chnl,9th_s_age,9th_e_age,9th_chng_rsn,10th_firm_id,10th_emp_pos,10th_ind,10th_ind_maj,10th_ind_min,10th_work_hour,10th_work_day,10th_pos,10th_f_sz,10th_cmmt_time,10th_chnl,10th_s_age,10th_e_age,10th_chng_rsn,lifestage_1,lifestage_2,lifestage_3,lifestage_4_1,lifestage_4_2,lifestage_5,chrt
1237,1238,21,26,2,2,8,43,9,1,46,3,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,1,5,7,2,2,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,6,8,98,43,1,1,15,2,8,8,8,8,8,8,8,8,8,8,2,19,98,98,1,24,24,80,80,1,4,3,2,4,1,1,4,4,5,5,5,5,5,1,1,8,8,8,8,8,5,4,1,1,1,3,7,2,36,8,129,1,99,2,36,8,129,1,99,1,1,4,1,1,0,1,0,0,99,0,2,98,0,99,0, , , , , , , , , , , , , , ,6,2,3,43,4,66,4,6,1,8,4,5,22,22,5,1,2,99,99,999,8,6,1,7,1,6,15,19,4,98,6,12,97,997,98,8,8,98,8,98,19,22,98,2,3,43,4,66,4,6,1,8,4,5,22,22,5,98,6,12,97,997,98,8,8,98,8,98,22,26,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,7,8,8,98,1957
1238,1239,21,32,2,2,8,46,6,99,999,3,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,2,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,1,6,8,98,46,1,1,15,2,8,8,8,8,8,8,8,8,8,8,2,19,98,98,2,20,30,80,80,1,4,4,3,4,3,3,4,4,5,5,5,5,5,1,1,8,8,8,8,8,2,8,2,2,2,3,7,2,36,8,142,1,8,2,36,8,142,1,8,2,2,4,1,1,0,0,0,0,9,0,2,98,0,9,0, , , , , , , , , , , , , , ,6,3,2,46,4,66,99,5,1,99,5,1,18,19,4,1,2,20,8,149,8,6,1,5,2,2,15,18,8,2,2,24,8,179,6,6,1,6,2,1,18,18,8,3,2,46,4,66,99,5,1,99,5,1,18,19,4,98,6,12,97,997,98,8,8,98,8,98,19,32,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,7,8,8,98,1951
1239,1240,21,32,2,1,1,21,7,99,999,3,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,1,1,8,99,2,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,7,3,98,21,1,1,18,2,8,8,8,8,8,8,8,8,8,8,2,25,98,98,1,26,26,80,80,1,4,3,2,4,4,4,4,4,4,4,4,4,3,0,8,9,9,9,9,9,4,3,1,1,1,3,8,2,94,3,54,1,8,2,94,3,54,1,8,2,2,3,1,1,0,0,0,0,8,0,2,98,0,8,0, , , , , , , , , , , , , , ,5,2,2,15,3,54,8,6,1,6,6,5,18,26,2,1,2,40,3,54,8,6,1,99,6,3,18,18,11,2,2,15,3,54,8,6,1,6,6,5,18,26,2,98,6,12,97,997,98,8,8,98,8,98,26,32,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,3,7,0,98,1951
1240,1241,21,41,2,2,8,18,7,8,160,3,1,7,9,4,1,3,3,3,3,3,4,4,4,5,1,3,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,6,8,98,18,1,1,16,2,8,8,8,8,8,8,8,8,8,8,2,24,98,98,2,25,29,80,80,1,4,4,2,4,5,5,5,5,5,5,5,5,5,0,8,5,5,5,5,5,1,8,2,4,3,3,7,2,15,8,219,1,5,2,15,8,219,2,5,1,1,4,1,1,0,0,0,0,9,0,1,2,0,8,0,7,3,3,21,8,165,6,5,1,4,2,5,34,41, , , , , , , , , , , , , , , ,1,2,20,8,153,8,6,1,6,2,3,16,18,11,2,2,29,8,192,8,6,1,3,1,2,18,24,4,98,6,12,97,997,98,8,8,98,8,98,24,34,98,3,3,21,8,165,6,5,1,4,2,5,34,41,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,7,4,0,98,1942
1241,1242,21,36,2,2,8,46,7,1,20,3,1,3,1,5,3,3,1,3,2,4,2,4,4,2,2,1,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,6,8,98,46,1,1,15,2,8,8,8,8,8,8,8,8,8,8,2,25,98,98,2,26,29,80,80,1,4,4,1,4,4,4,4,4,5,5,5,5,5,0,8,5,5,5,5,5,1,8,1,3,3,4,7,2,62,7,99,1,8,2,62,7,99,1,2,4,2,4,1,1,0,0,0,0,8,0,1,2,0,7,0,11,5,3,46,10,275,6,6,1,2,2,1,33,36, , , , , , , , , , , , , , , ,1,2,20,8,153,8,6,1,6,2,3,15,17,8,98,6,12,97,997,98,8,8,98,8,98,17,18,98,2,2,20,8,149,8,6,1,4,2,2,18,25,4,98,6,12,97,997,98,8,8,98,8,98,25,27,98,3,3,45,4,66,5,6,1,2,2,2,27,29,8,98,6,12,97,997,98,8,8,98,8,98,29,32,98,4,5,12,8,165,7,6,8,1,8,7,32,33,11,5,3,46,10,275,6,6,1,2,2,1,33,36,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,4,2,0,98,1947
1242,1243,21,66,2,1,1,21,3,1,292,3,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,2,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,3,8,98,21,1,1,19,2,8,8,8,8,8,8,8,8,8,8,4,37,99,98,0,98,98,98,98,1,3,4,4,3,3,3,3,4,8,8,8,8,8,98,8,8,8,8,8,8,1,8,2,2,2,3,98,8,12,98,998,8,98,8,12,98,998,8,98,4,3,1,8,8,8,8,8,8,5,0,1,5,0,98,0, , , , , , , , , , , , , , ,7,1,2,91,1,28,8,6,1,9,4,8,43,47,8,1,2,91,1,28,8,6,1,9,4,3,19,26,1,1,2,91,1,28,8,6,1,9,4,8,26,28,1,1,2,91,1,28,8,6,1,9,4,8,28,43,1,1,2,91,1,28,8,6,1,9,4,8,43,47,8,98,6,12,97,997,98,8,8,98,8,98,47,66,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,8,8,0,98,1917
1243,1244,21,30,2,1,3,18,7,99,999,3,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,2,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,1,7,1,98,18,1,1,18,2,8,8,8,8,8,8,8,8,8,8,2,24,98,98,1,24,24,80,80,1,4,4,4,2,5,5,5,5,5,5,5,5,5,1,1,8,8,8,8,8,1,8,1,1,2,3,7,2,49,10,284,1,6,2,34,8,129,1,5,2,2,3,1,1,0,0,0,0,7,0,2,98,0,7,0, , , , , , , , , , , , , , ,5,2,2,47,3,54,8,6,1,6,3,4,21,22,8,1,2,50,3,54,8,6,1,8,3,3,18,21,10,2,2,47,3,54,8,6,1,6,3,4,21,22,8,98,6,12,97,997,98,8,8,98,8,98,22,30,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,7,7,7,0,98,1953
1244,1245,21,40,1,1,3,21,6,3,293,1,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,2,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,1,7,3,98,21,1,1,18,2,8,8,8,8,8,8,8,8,8,8,2,23,98,98,2,24,28,80,80,1,4,4,4,4,1,1,1,1,5,5,5,5,5,0,8,3,9,3,3,9,5,1,3,1,1,5,8,2,67,8,236,1,8,2,67,2,50,4,8,2,2,4,1,1,0,0,0,0,9,0,2,98,0,9,0, , , , , , , , , , , , , , ,4,1,2,20,3,54,8,6,1,6,4,3,18,22,4,1,2,20,3,54,8,6,1,6,4,3,18,22,4,98,6,12,97,997,98,8,8,98,8,98,22,40,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,7,7,0,98,1943
1245,1246,21,62,2,2,8,21,2,1,20,1,1,29,4,8,4,4,4,4,4,4,4,4,4,2,1,7,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,1,8,98,21,1,1,12,2,8,8,8,8,8,8,8,8,8,8,2,23,98,98,4,24,36,47,80,1,4,4,1,4,2,2,2,4,5,5,5,5,5,0,8,5,5,5,5,5,1,8,2,2,2,4,2,2,62,8,137,1,8,2,20,8,256,1,6,1,1,4,1,1,0,0,0,0,15,0,1,2,0,9,0,6,2,5,12,8,154,8,5,8,1,8,7,33,62, , , , , , , , , , , , , , , ,1,2,20,8,153,10,6,1,4,1,2,12,23,4,98,6,12,97,997,98,8,8,98,8,98,23,33,98,2,5,12,8,154,8,5,8,1,8,7,33,62,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,7,1,0,98,1921
1246,1247,21,34,1,1,3,21,7,10,269,3,1,16,8,4,4,4,4,4,4,4,4,4,4,3,2,1,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,7,1,98,21,1,1,18,1,0,0,0,1,0,0,0,0,1,2,2,23,98,98,2,25,27,80,80,1,4,4,1,4,4,4,4,4,4,4,4,4,4,0,8,5,5,5,5,5,5,5,2,2,3,3,7,1,77,10,269,8,1,1,77,10,269,8,1,2,2,4,1,1,0,0,0,0,13,0,1,3,0,11,0,5,1,4,77,10,269,11,6,8,1,2,8,23,34, , , , , , , , , , , , , , , ,1,2,77,10,269,11,6,1,2,2,99,18,23,1,1,4,77,10,269,11,6,8,1,2,8,23,34,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,0,98,1949
1247,1248,21,42,2,1,1,14,7,99,999,2,1,13,8,5,4,4,4,4,4,4,4,4,4,2,2,5,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,6,8,98,14,1,1,15,2,8,8,8,8,8,8,8,8,8,8,2,26,98,98,2,29,33,80,80,1,4,4,2,4,4,4,4,4,3,3,3,3,3,0,8,5,5,5,5,5,1,8,9,9,9,3,7,2,26,8,217,1,2,1,26,8,217,8,1,1,1,4,1,1,0,0,0,0,9,0,1,1,0,9,0,8,4,4,26,8,217,5,6,8,1,1,7,29,42, , , , , , , , , , , , , , , ,1,4,59,3,54,8,6,8,1,1,7,16,22,8,2,3,18,8,213,8,6,1,99,2,1,22,24,8,3,2,22,8,175,8,6,1,99,9,99,24,26,5,98,6,12,97,997,98,8,8,98,8,98,26,29,98,4,4,26,8,217,5,6,8,1,1,7,29,42,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,4,1,0,98,1941
1248,1249,21,34,2,2,8,44,7,1,20,3,1,3,3,4,2,3,1,9,2,2,2,4,4,1,3,5,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,7,1,98,44,1,1,18,2,8,8,8,8,8,8,8,8,8,8,2,26,98,98,2,28,30,80,80,3,4,2,4,3,3,2,9,4,2,2,2,4,2,1,1,8,8,8,8,8,5,1,1,1,2,3,8,2,40,4,70,1,5,2,18,4,70,3,5,2,2,4,1,1,0,0,0,0,9,0,1,2,0,8,0,8,4,1,77,3,54,8,6,8,99,9,7,31,34, , , , , , , , , , , , , , , ,1,4,1,5,75,10,7,8,1,1,7,18,20,11,2,2,88,3,54,8,6,1,3,1,2,20,23,9,3,2,40,3,54,8,6,1,4,2,1,23,26,4,98,6,12,97,997,98,8,8,98,8,98,26,31,98,4,1,77,3,54,8,6,8,99,9,7,31,34,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,7,1,0,98,1949
1249,1250,21,36,2,1,3,21,7,99,300,2,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,2,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,7,1,98,21,1,1,18,2,8,8,8,8,8,8,8,8,8,8,2,26,98,98,1,36,36,80,80,4,1,4,4,1,5,5,5,5,5,5,5,5,5,1,1,8,8,8,8,8,1,8,1,1,1,3,10,2,50,4,70,1,5,2,50,2,50,4,5,4,3,5,1,1,1,1,0,0,15,0,2,98,0,12,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,7,8,8,98,1947
1250,1251,21,30,2,1,1,21,7,1,20,3,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,1,4,5,7,4,5,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,7,1,98,21,1,1,18,2,8,8,8,8,8,8,8,8,8,8,2,23,98,98,2,23,26,80,80,3,3,2,4,3,5,5,5,5,5,5,5,5,5,2,1,8,8,8,8,8,2,8,1,1,3,3,8,1,87,8,249,8,4,2,36,8,249,1,7,4,3,4,1,1,0,0,0,0,9,0,2,98,0,9,0, , , , , , , , , , , , , , ,4,1,2,40,3,54,7,6,1,7,4,3,18,22,4,1,2,40,3,54,7,6,1,7,4,3,18,22,4,98,6,12,97,997,98,8,8,98,8,98,22,30,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,7,7,0,98,1953
1251,1252,21,69,2,2,8,21,1,99,999,2,1,46,1,8,3,3,3,3,3,4,4,4,4,2,2,1,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,1,8,98,21,1,1,12,2,8,8,8,8,8,8,8,8,8,8,2,23,98,98,8,24,38,40,80,2,2,3,2,3,4,4,4,4,4,4,4,4,4,0,8,5,5,5,5,5,5,9,9,2,9,3,2,2,36,8,138,1,8,1,1,5,75,8,1,1,1,6,1,1,0,0,0,1,11,0,1,1,0,3,0,7,3,4,1,5,75,7,6,8,1,1,7,23,69, , , , , , , , , , , , , , , ,1,4,1,5,75,10,7,8,1,1,7,12,15,8,2,3,76,10,266,10,7,1,2,1,2,15,22,4,98,6,12,97,997,98,8,8,98,8,98,22,23,98,3,4,1,5,75,7,6,8,1,1,7,23,69,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,6,1,1,0,98,1914
1252,1253,21,30,2,1,1,21,7,99,295,2,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,2,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,1,7,3,98,21,1,1,18,2,8,8,8,8,8,8,8,8,8,8,2,24,98,98,3,24,28,80,80,2,2,3,3,4,1,1,9,4,1,1,9,3,3,3,1,8,8,8,8,8,3,8,1,1,2,3,10,2,34,1,5,1,6,2,34,2,50,4,6,2,2,5,1,1,0,0,0,0,16,0,2,98,0,16,0, , , , , , , , , , , , , , ,6,3,2,34,3,54,8,6,1,6,2,5,21,24,5,1,4,36,8,122,8,6,8,1,1,7,18,19,9,2,2,40,3,55,8,6,1,7,4,5,19,21,11,3,2,34,3,54,8,6,1,6,2,5,21,24,5,98,6,12,97,997,98,8,8,98,8,98,24,30,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,7,8,8,98,1953
1253,1254,21,50,2,2,8,21,9,1,20,3,1,10,2,4,2,2,2,2,3,3,3,3,3,2,2,5,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,2,8,98,21,1,1,15,1,0,0,1,0,0,0,0,0,1,3,2,28,98,98,1,37,37,80,80,1,4,4,2,4,4,3,3,4,3,3,3,4,2,0,8,5,5,5,5,5,4,1,2,1,2,3,2,2,22,3,54,2,4,2,36,8,123,1,5,1,1,4,1,1,0,1,0,0,13,0,1,8,0,7,0,10,6,2,88,1,20,7,6,2,6,2,1,40,50, , , , , , , , , , , , , , , ,1,2,88,1,20,12,6,1,9,1,6,18,19,8,2,2,88,1,20,10,6,1,3,1,1,19,24,13,3,2,88,1,20,10,6,2,9,5,6,24,30,8,4,2,88,1,20,10,6,1,3,5,1,30,32,9,5,2,88,1,20,10,6,1,3,2,1,32,37,5,98,6,12,97,997,98,8,8,98,8,98,37,40,98,6,2,88,1,20,7,6,2,6,2,1,40,50,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,3,4,0,98,1933
1254,1255,21,40,2,2,8,21,9,1,292,3,1,2,4,8,2,3,2,9,2,3,3,9,9,2,2,6,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,7,1,98,21,1,1,18,2,8,8,8,8,8,8,8,8,8,8,2,24,98,98,3,25,33,80,80,2,2,3,4,4,2,3,3,4,2,2,2,4,3,0,8,5,5,5,5,5,5,2,1,1,1,3,8,2,34,8,122,1,5,2,34,8,122,2,5,2,2,4,1,1,0,0,0,0,10,0,1,2,0,9,0,10,4,5,12,8,122,5,6,8,1,8,7,38,40, , , , , , , , , , , , , , , ,1,2,40,3,54,7,6,1,5,7,3,18,24,4,98,6,12,97,997,98,8,8,98,8,98,24,25,98,2,3,22,3,54,7,6,1,5,2,1,25,26,5,98,6,12,97,997,98,8,8,98,8,98,26,28,98,3,3,36,8,129,6,6,1,4,2,1,28,33,5,98,6,12,97,997,98,8,8,98,8,98,33,38,98,4,5,12,8,122,5,6,8,1,8,7,38,40,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,5,4,0,98,1943
1255,1256,21,45,2,2,8,18,7,10,270,3,1,3,4,5,3,1,1,1,3,1,4,3,4,3,2,3,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,7,1,98,18,2,1,19,2,8,8,8,8,8,8,8,8,8,8,2,23,98,98,2,26,31,44,45,2,3,4,4,3,3,3,3,3,5,5,5,5,5,0,8,5,5,5,5,5,2,8,2,3,4,2,2,2,35,8,129,1,8,2,35,8,122,1,8,1,1,4,1,1,0,0,0,0,12,0,1,2,0,11,0,13,6,3,77,10,272,6,6,1,5,2,1,43,45, , , , , , , , , , , , , , , ,1,2,20,8,149,8,6,1,7,2,1,15,21,4,98,6,12,97,997,98,8,8,98,8,98,21,23,98,2,3,18,4,66,3,9,1,2,2,1,23,25,5,98,6,12,97,997,98,8,8,98,8,98,25,27,98,3,5,12,8,196,5,6,8,1,8,7,27,29,5,98,6,12,97,997,98,8,8,98,8,98,29,33,98,4,3,45,4,66,5,6,1,2,2,1,33,35,8,5,5,12,8,162,5,4,8,1,8,7,35,41,12,98,6,12,97,997,98,8,8,98,8,98,41,43,98,6,3,77,10,272,6,6,1,5,2,1,43,45,15, , , , , , , , , , , , , , ,1,4,6,1,0,43,1938
1256,1257,21,48,2,2,8,21,6,99,999,1,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,2,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,6,8,98,21,1,1,15,2,8,8,8,8,8,8,8,8,8,8,2,21,98,98,1,22,22,45,45,3,3,3,3,3,5,5,5,5,5,5,5,5,5,0,8,4,4,4,4,4,2,8,3,2,2,2,2,1,1,5,75,8,1,1,1,5,75,8,1,2,2,5,1,1,1,0,0,1,99,0,2,98,0,99,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,7,7,0,98,1935
